UserID,Age,Gender,Country,EducationLevel,CurrentJobTitle,YearsOfExperience,Industry,HasAISkills,AISkillsList,WillingnessToUpskill,UpskillingActionsTaken,SkillGapScore,FutureJobRisk,RecommendedLearningPath,LastProfileUpdate
USR-0204,33,Male,India,Bachelor's,Admin Assistant,13,Tech,True,AI Ethics,3,2,0.21,High,,2023-03-20
USR-0205,53,Male,Brazil,Bachelor's,Nurse,31,Tech,True,"Machine Learning, AI Ethics",2,2,0.33,Medium,,2023-12-21
USR-0206,36,Female,USA,High School,Financial Advisor,15,Retail,True,"Prompt Engineering, AI Ethics, Machine Learning",5,2,0.39,Low,,2024-05-15
USR-0207,36,Male,India,Master's,Admin Assistant,15,Manufacturing,False,,5,5,0.7,High,"Machine Learning, Deep Learning",2023-03-03
USR-0208,57,Female,Germany,Bachelor's,Operations Manager,34,Media,False,,4,4,0.7,Low,"Machine Learning, Deep Learning",2023-03-06
USR-0209,48,Female,Australia,Bachelor's,Retail Manager,25,Education,False,,4,1,0.7,High,AI for Business,2024-07-01
USR-0210,27,Male,Brazil,Other,Marketing Coordinator,7,Tech,True,"AI Ethics, Prompt Engineering, Machine Learning",4,4,0.28,High,,2023-01-21
USR-0211,32,Male,USA,Bachelor's,Content Creator,14,Tech,True,"AI Ethics, Deep Learning, Data Science",5,2,0.21,Low,,2024-06-13
USR-0212,23,Male,USA,Master's,Admin Assistant,2,Retail,False,,4,0,0.7,High,"Machine Learning, Deep Learning",2023-11-23
USR-0213,36,Male,USA,Master's,Software Engineer,13,Healthcare,True,"Data Science, Prompt Engineering, Deep Learning",4,2,0.27,Low,,2023-11-04
USR-0214,59,Male,USA,Bachelor's,Software Engineer,40,Manufacturing,False,,4,5,0.7,Low,AI for Business,2024-05-01
USR-0215,45,Female,Brazil,Bachelor's,Admin Assistant,26,Manufacturing,False,,2,2,0.7,High,"Prompt Engineering, NLP",2024-03-04
USR-0216,50,Female,France,Bachelor's,Content Creator,29,Tech,True,"Data Science, AI Ethics, Computer Vision",3,2,0.32,Low,,2024-01-28
USR-0217,24,Male,Australia,Bachelor's,Software Engineer,0,Retail,False,,5,5,0.7,Low,AI for Business,2024-05-21
USR-0218,30,Female,Brazil,Bachelor's,Operations Manager,12,Consulting,True,Natural Language Processing,5,3,0.27,Medium,,2023-03-06
USR-0219,37,Female,India,Bachelor's,Marketing Coordinator,19,Finance,False,,5,1,0.7,Low,AI for Business,2024-03-19
USR-0220,24,Female,Australia,High School,Admin Assistant,3,Consulting,False,,5,2,0.7,High,"Prompt Engineering, NLP",2023-02-09
USR-0221,60,Non-Binary,India,Master's,Marketing Coordinator,41,Tech,True,"AI Ethics, Computer Vision",4,2,0.29,Medium,,2024-01-30
USR-0222,57,Male,India,Bachelor's,AI Specialist,36,Consulting,False,,3,0,0.7,Low,"Data Visualization, Python",2023-02-24
USR-0223,50,Male,France,Master's,AI Specialist,28,Finance,False,,2,1,0.7,Low,"Prompt Engineering, NLP",2023-10-03
USR-0224,55,Male,France,Bachelor's,Operations Manager,37,Healthcare,False,,4,3,0.7,Medium,AI for Business,2023-11-08
USR-0225,48,Male,USA,PhD,Admin Assistant,28,Manufacturing,True,"AI Ethics, Data Science",4,1,0.44,High,,2023-11-18
USR-0226,48,Female,India,Master's,Teacher,26,Media,False,,3,0,0.7,Medium,"Machine Learning, Deep Learning",2023-07-11
USR-0227,22,Male,France,Master's,Retail Manager,1,Retail,True,"Machine Learning, Computer Vision, AI Ethics",5,5,0.31,High,,2023-08-09
USR-0228,40,Female,India,Master's,Retail Manager,21,Finance,False,,2,2,0.7,High,"Machine Learning, Deep Learning",2023-03-02
USR-0229,57,Female,Canada,Master's,Teacher,35,Tech,True,"Prompt Engineering, Natural Language Processing",4,0,0.29,Low,,2023-11-17
USR-0230,41,Female,France,Bachelor's,Teacher,19,Media,True,"Natural Language Processing, AI Ethics, Data Science",2,1,0.28,High,,2023-08-04
USR-0231,59,Male,India,Master's,Teacher,41,Manufacturing,True,"Machine Learning, Deep Learning, Data Science",4,3,0.44,Medium,,2024-07-31
USR-0232,45,Male,India,Master's,Marketing Coordinator,24,Manufacturing,False,,4,0,0.7,Medium,"Prompt Engineering, NLP",2023-10-12
USR-0233,25,Female,Brazil,Master's,Admin Assistant,2,Finance,False,,4,1,0.7,High,"Prompt Engineering, NLP",2023-11-01
USR-0234,30,Female,Germany,Master's,Admin Assistant,11,Retail,True,"AI Ethics, Data Science, Natural Language Processing",4,1,0.3,High,,2023-02-10
USR-0235,37,Male,France,Bachelor's,Teacher,19,Healthcare,False,,4,3,0.7,Low,"Machine Learning, Deep Learning",2024-07-19
USR-0236,31,Female,USA,Bachelor's,AI Specialist,13,Consulting,False,,4,0,0.7,Low,"Prompt Engineering, NLP",2023-06-09
USR-0237,35,Female,France,Bachelor's,Operations Manager,15,Healthcare,False,,5,4,0.7,Low,"Data Visualization, Python",2024-05-05
USR-0238,46,Female,India,Master's,Data Analyst,24,Consulting,False,,3,0,0.7,Medium,"Machine Learning, Deep Learning",2023-12-12
USR-0239,51,Male,Germany,Bachelor's,Software Engineer,29,Consulting,False,,4,3,0.7,Low,"Prompt Engineering, NLP",2023-01-13
USR-0240,49,Female,Brazil,High School,Data Analyst,26,Healthcare,False,,4,1,0.7,High,AI for Business,2024-06-19
USR-0241,29,Female,Australia,Master's,Teacher,11,Retail,True,Machine Learning,4,4,0.26,Medium,,2024-01-25
USR-0242,36,Male,India,Bachelor's,Teacher,18,Media,False,,3,1,0.7,High,"Python, Data Analysis, AI Ethics",2024-06-10
USR-0243,39,Male,USA,Master's,Financial Advisor,19,Tech,True,"Prompt Engineering, Machine Learning, Natural Language Processing",4,2,0.17,Low,,2024-06-04
USR-0244,50,Male,USA,Master's,Admin Assistant,29,Manufacturing,True,"Data Science, AI Ethics, Machine Learning",3,1,0.35,High,,2024-05-15
USR-0245,56,Female,Germany,Master's,AI Specialist,37,Media,False,,2,2,0.7,Low,"Python, Data Analysis, AI Ethics",2023-11-16
USR-0246,54,Female,India,Bachelor's,AI Specialist,30,Manufacturing,True,"Data Science, Natural Language Processing, Prompt Engineering",3,0,0.38,Low,,2023-12-18
USR-0247,32,Male,Australia,Bachelor's,Operations Manager,13,Manufacturing,False,,4,1,0.7,Medium,AI for Business,2024-05-18
USR-0248,42,Female,USA,High School,Nurse,24,Media,False,,2,0,0.7,High,"Python, Data Analysis, AI Ethics",2024-01-24
USR-0249,38,Female,Canada,PhD,Content Creator,14,Consulting,False,,3,0,0.7,Low,AI for Business,2023-08-21
USR-0250,56,Female,Brazil,Bachelor's,Operations Manager,35,Education,False,,4,2,0.7,Medium,"Python, Data Analysis, AI Ethics",2023-10-03
USR-0251,40,Female,USA,Bachelor's,Retail Manager,16,Manufacturing,False,,3,1,0.7,High,"Machine Learning, Deep Learning",2023-04-05
USR-0252,51,Female,USA,Bachelor's,Admin Assistant,33,Education,False,,3,0,0.7,High,"Machine Learning, Deep Learning",2024-01-11
USR-0253,32,Female,Germany,PhD,Teacher,12,Consulting,True,"Machine Learning, Prompt Engineering, Data Science",5,2,0.3,High,,2023-05-21
USR-0254,59,Male,Australia,High School,Teacher,36,Consulting,False,,3,1,0.7,Low,"Python, Data Analysis, AI Ethics",2023-02-25
USR-0255,51,Male,USA,Bachelor's,Admin Assistant,32,Retail,True,"Data Science, Computer Vision",3,0,0.38,High,,2024-04-20
USR-0256,33,Female,France,Bachelor's,Software Engineer,11,Tech,False,,5,1,0.7,Low,"Prompt Engineering, NLP",2024-05-03
USR-0257,33,Male,Australia,Bachelor's,Retail Manager,14,Retail,False,,5,4,0.7,High,"Machine Learning, Deep Learning",2023-07-28
USR-0258,23,Female,France,Bachelor's,AI Specialist,0,Manufacturing,False,,4,2,0.7,Low,AI for Business,2024-05-30
USR-0259,35,Female,USA,Bachelor's,Content Creator,14,Manufacturing,False,,4,3,0.7,Low,"Python, Data Analysis, AI Ethics",2023-12-23
USR-0260,37,Male,USA,Master's,Data Analyst,15,Healthcare,False,,5,3,0.7,High,AI for Business,2023-04-16
USR-0261,53,Female,USA,Bachelor's,AI Specialist,33,Finance,False,,4,0,0.7,Low,AI for Business,2024-06-13
USR-0262,55,Male,Canada,Bachelor's,Marketing Coordinator,34,Manufacturing,True,"AI Ethics, Prompt Engineering",3,1,0.41,Medium,,2024-01-29
USR-0263,52,Female,India,Bachelor's,Financial Advisor,28,Manufacturing,False,,4,5,0.7,Medium,"Machine Learning, Deep Learning",2023-05-07
USR-0264,60,Male,India,Master's,AI Specialist,41,Retail,False,,3,2,0.7,Low,"Data Visualization, Python",2024-01-27
USR-0265,23,Female,Brazil,Bachelor's,Admin Assistant,3,Retail,False,,4,4,0.7,High,"Data Visualization, Python",2023-09-08
USR-0266,33,Female,India,Bachelor's,Teacher,15,Retail,False,,4,5,0.7,High,"Python, Data Analysis, AI Ethics",2024-01-24
USR-0267,33,Female,Australia,Master's,Software Engineer,15,Retail,True,Deep Learning,4,1,0.27,Low,,2024-02-06
USR-0268,43,Female,Brazil,Bachelor's,Financial Advisor,19,Manufacturing,False,,4,2,0.7,Medium,"Data Visualization, Python",2023-02-16
USR-0269,53,Male,India,High School,Data Analyst,33,Tech,True,Natural Language Processing,2,0,0.35,Medium,,2023-01-14
USR-0270,25,Male,India,Bachelor's,AI Specialist,4,Manufacturing,False,,5,1,0.7,Low,"Prompt Engineering, NLP",2024-03-14
USR-0271,36,Male,France,Bachelor's,Retail Manager,17,Finance,False,,4,2,0.7,High,"Machine Learning, Deep Learning",2024-07-12
USR-0272,32,Female,France,PhD,Operations Manager,12,Retail,False,,5,0,0.7,Medium,"Machine Learning, Deep Learning",2024-01-01
USR-0273,28,Female,Australia,Bachelor's,Financial Advisor,5,Finance,False,,3,2,0.7,Low,"Data Visualization, Python",2024-06-04
USR-0274,32,Male,USA,Master's,Software Engineer,14,Media,True,Computer Vision,4,2,0.25,Low,,2023-11-24
USR-0275,33,Male,USA,Bachelor's,Financial Advisor,9,Finance,False,,4,4,0.7,Medium,"Data Visualization, Python",2024-01-01
USR-0276,45,Non-Binary,USA,Master's,Content Creator,24,Tech,False,,3,0,0.7,Low,"Python, Data Analysis, AI Ethics",2023-08-22
USR-0277,47,Female,Australia,Bachelor's,Content Creator,27,Retail,False,,3,2,0.7,Low,"Data Visualization, Python",2023-02-20
USR-0278,37,Male,UK,Bachelor's,Teacher,16,Manufacturing,False,,5,4,0.7,Low,"Data Visualization, Python",2023-12-15
USR-0279,39,Male,Brazil,Bachelor's,AI Specialist,18,Consulting,False,,4,3,0.7,Low,"Machine Learning, Deep Learning",2023-03-11
USR-0280,25,Male,France,High School,Marketing Coordinator,2,Retail,False,,5,5,0.7,High,"Machine Learning, Deep Learning",2023-09-06
USR-0281,25,Female,Brazil,PhD,Software Engineer,4,Media,False,,5,5,0.7,Low,"Python, Data Analysis, AI Ethics",2023-03-09
USR-0282,26,Male,USA,PhD,Teacher,3,Finance,False,,5,4,0.7,Low,"Python, Data Analysis, AI Ethics",2023-11-21
USR-0283,42,Female,USA,Bachelor's,Retail Manager,21,Manufacturing,False,,4,3,0.7,High,"Data Visualization, Python",2023-03-13
USR-0284,55,Male,Canada,High School,Admin Assistant,36,Education,False,,4,4,0.7,High,"Machine Learning, Deep Learning",2024-06-22
USR-0285,35,Male,UK,High School,Admin Assistant,16,Finance,False,,3,2,0.7,High,"Prompt Engineering, NLP",2024-03-28
USR-0286,47,Male,Germany,Bachelor's,Financial Advisor,23,Manufacturing,False,,3,0,0.7,Low,"Machine Learning, Deep Learning",2023-12-16
USR-0287,23,Male,Germany,Bachelor's,Software Engineer,5,Retail,False,,5,5,0.7,Low,"Data Visualization, Python",2023-03-09
USR-0288,59,Male,Germany,High School,Nurse,35,Education,False,,4,1,0.7,Medium,"Data Visualization, Python",2023-08-29
USR-0289,38,Non-Binary,USA,Bachelor's,AI Specialist,16,Consulting,False,,5,4,0.7,Low,"Data Visualization, Python",2023-09-18
USR-0290,48,Male,USA,Master's,Admin Assistant,30,Retail,True,Deep Learning,3,0,0.38,High,,2024-06-01
USR-0291,39,Female,India,Master's,Nurse,16,Consulting,True,"Deep Learning, Natural Language Processing, Prompt Engineering",3,0,0.34,Medium,,2024-04-25
USR-0292,39,Male,France,Bachelor's,AI Specialist,16,Finance,False,,5,4,0.7,Low,AI for Business,2024-04-16
USR-0293,51,Female,India,Bachelor's,Operations Manager,30,Retail,False,,3,1,0.7,High,"Machine Learning, Deep Learning",2024-02-03
USR-0294,28,Male,Australia,Bachelor's,Financial Advisor,5,Retail,False,,4,0,0.7,High,"Python, Data Analysis, AI Ethics",2023-09-08
USR-0295,28,Male,USA,PhD,Teacher,5,Media,False,,5,4,0.7,Low,"Python, Data Analysis, AI Ethics",2023-06-03
USR-0296,30,Male,USA,Bachelor's,Financial Advisor,12,Finance,False,,5,2,0.7,Low,"Python, Data Analysis, AI Ethics",2023-02-15
USR-0297,49,Female,France,Bachelor's,Teacher,25,Media,False,,4,2,0.7,Medium,AI for Business,2023-02-09
USR-0298,23,Female,USA,Bachelor's,Financial Advisor,0,Retail,False,,4,0,0.7,Low,"Prompt Engineering, NLP",2024-07-20
USR-0299,35,Male,USA,Other,Data Analyst,15,Education,False,,4,0,0.7,High,"Python, Data Analysis, AI Ethics",2024-03-05
USR-0300,46,Female,Brazil,High School,AI Specialist,28,Finance,False,,2,0,0.7,Low,"Data Visualization, Python",2023-11-08
USR-0301,38,Female,Australia,PhD,Data Analyst,17,Manufacturing,True,Prompt Engineering,3,0,0.29,High,,2023-10-15
USR-0302,45,Female,Brazil,Master's,Nurse,25,Healthcare,False,,3,2,0.7,High,"Python, Data Analysis, AI Ethics",2024-06-13
USR-0303,42,Female,Canada,Bachelor's,Teacher,18,Manufacturing,False,,4,2,0.7,Low,AI for Business,2023-05-09
USR-0304,55,Male,Brazil,Master's,Marketing Coordinator,33,Media,True,Computer Vision,2,2,0.43,Medium,,2023-04-04
USR-0305,28,Male,India,Bachelor's,Software Engineer,6,Healthcare,False,,4,3,0.7,Low,"Machine Learning, Deep Learning",2024-05-23
USR-0306,30,Female,France,Bachelor's,Nurse,9,Manufacturing,True,"Prompt Engineering, Machine Learning, Computer Vision",5,1,0.28,High,,2023-06-29
USR-0307,59,Male,UK,Bachelor's,AI Specialist,41,Media,False,,2,2,0.7,Low,"Data Visualization, Python",2023-06-11
USR-0308,44,Male,Australia,Bachelor's,Software Engineer,22,Tech,False,,3,2,0.7,Low,"Python, Data Analysis, AI Ethics",2023-10-21
USR-0309,58,Male,Australia,PhD,Admin Assistant,39,Finance,True,"Computer Vision, Data Science, Natural Language Processing",2,2,0.29,High,,2023-10-28
USR-0310,36,Female,Australia,High School,Teacher,13,Consulting,True,Computer Vision,4,3,0.36,Low,,2024-06-16
USR-0311,50,Male,Canada,Master's,AI Specialist,28,Finance,True,"Prompt Engineering, Machine Learning, Deep Learning",4,0,0.26,Low,,2023-05-02
USR-0312,55,Female,Australia,Bachelor's,Teacher,36,Manufacturing,False,,2,1,0.7,Medium,"Data Visualization, Python",2024-06-25
USR-0313,33,Female,Australia,High School,Admin Assistant,13,Consulting,False,,4,5,0.7,High,"Machine Learning, Deep Learning",2023-12-28
USR-0314,39,Male,India,PhD,Financial Advisor,18,Manufacturing,False,,5,3,0.7,High,"Python, Data Analysis, AI Ethics",2023-09-16
USR-0315,37,Prefer Not to Say,USA,Bachelor's,Nurse,13,Retail,False,,5,5,0.7,Medium,"Python, Data Analysis, AI Ethics",2023-10-03
USR-0316,52,Female,Germany,Master's,Nurse,32,Tech,False,,3,2,0.7,Medium,"Python, Data Analysis, AI Ethics",2023-08-13
USR-0317,43,Male,USA,Other,Teacher,25,Consulting,False,,4,0,0.7,High,"Python, Data Analysis, AI Ethics",2023-03-01
USR-0318,59,Female,India,Bachelor's,Admin Assistant,39,Consulting,False,,3,2,0.7,High,"Prompt Engineering, NLP",2024-02-08
USR-0319,39,Male,Germany,Bachelor's,Financial Advisor,17,Healthcare,False,,5,3,0.7,High,AI for Business,2023-05-28
USR-0320,29,Female,USA,Bachelor's,Data Analyst,7,Education,False,,4,4,0.7,Medium,"Prompt Engineering, NLP",2023-02-09
USR-0321,27,Male,UK,High School,Teacher,7,Media,False,,4,2,0.7,Low,AI for Business,2023-12-17
USR-0322,37,Male,India,High School,Software Engineer,17,Manufacturing,False,,4,1,0.7,Low,"Python, Data Analysis, AI Ethics",2023-08-16
USR-0323,32,Male,Canada,Master's,Financial Advisor,10,Media,False,,5,1,0.7,Medium,"Data Visualization, Python",2023-02-04
USR-0324,45,Female,Australia,Master's,Nurse,24,Finance,False,,2,0,0.7,Low,"Python, Data Analysis, AI Ethics",2023-04-16
USR-0325,39,Male,India,Master's,Operations Manager,19,Retail,False,,5,1,0.7,Medium,AI for Business,2023-06-17
USR-0326,54,Female,India,Master's,Marketing Coordinator,35,Media,True,"Deep Learning, Machine Learning",2,1,0.45,Medium,,2024-05-07
USR-0327,54,Male,Germany,Bachelor's,Software Engineer,31,Manufacturing,False,,3,1,0.7,Low,"Data Visualization, Python",2024-03-17
USR-0328,24,Female,India,Bachelor's,Admin Assistant,0,Manufacturing,False,,5,5,0.7,High,AI for Business,2023-06-22
USR-0329,50,Male,Canada,Master's,Data Analyst,31,Consulting,False,,3,2,0.7,Medium,AI for Business,2024-07-06
USR-0330,52,Male,Canada,Bachelor's,Marketing Coordinator,33,Healthcare,False,,4,1,0.7,Low,AI for Business,2023-01-14
USR-0331,32,Female,UK,Bachelor's,Operations Manager,9,Finance,False,,5,1,0.7,High,"Prompt Engineering, NLP",2023-06-11
USR-0332,36,Female,Germany,Master's,Financial Advisor,14,Finance,True,Machine Learning,5,0,0.25,Medium,,2023-12-31
USR-0333,46,Female,UK,Bachelor's,Nurse,28,Education,False,,4,5,0.7,Medium,"Data Visualization, Python",2023-11-05
USR-0334,50,Male,UK,Bachelor's,Data Analyst,31,Media,False,,3,1,0.7,Medium,AI for Business,2024-03-21
USR-0335,48,Female,Brazil,Bachelor's,Operations Manager,27,Healthcare,False,,2,0,0.7,Medium,"Prompt Engineering, NLP",2023-12-01
USR-0336,43,Female,Brazil,Bachelor's,Content Creator,24,Education,False,,4,5,0.7,Low,"Prompt Engineering, NLP",2023-09-24
USR-0337,33,Male,India,Bachelor's,Financial Advisor,13,Finance,False,,4,1,0.7,High,AI for Business,2023-03-08
USR-0338,40,Male,USA,PhD,Data Analyst,22,Consulting,False,,4,1,0.7,High,"Python, Data Analysis, AI Ethics",2024-05-03
USR-0339,47,Female,France,High School,Retail Manager,24,Media,True,"Machine Learning, AI Ethics",3,0,0.46,High,,2023-09-19
USR-0340,44,Female,USA,Other,Operations Manager,24,Media,False,,2,2,0.7,High,"Data Visualization, Python",2024-05-24
USR-0341,51,Male,UK,Bachelor's,AI Specialist,30,Finance,False,,3,0,0.7,Low,AI for Business,2023-03-18
USR-0342,52,Prefer Not to Say,Brazil,Master's,Content Creator,33,Manufacturing,True,Natural Language Processing,3,1,0.4,Low,,2023-01-16
USR-0343,23,Female,India,Master's,Marketing Coordinator,4,Education,True,"AI Ethics, Natural Language Processing, Computer Vision",4,3,0.28,Medium,,2023-07-25
USR-0344,30,Female,UK,PhD,Nurse,9,Healthcare,True,Data Science,3,2,0.29,High,,2023-11-02
USR-0345,51,Female,Canada,Bachelor's,Retail Manager,28,Finance,False,,3,1,0.7,High,AI for Business,2023-12-14
USR-0346,36,Male,India,Bachelor's,Marketing Coordinator,18,Consulting,False,,3,1,0.7,High,"Prompt Engineering, NLP",2023-09-03
USR-0347,48,Female,France,Master's,AI Specialist,28,Manufacturing,False,,4,1,0.7,Low,"Machine Learning, Deep Learning",2024-01-04
USR-0348,46,Male,Canada,Bachelor's,Financial Advisor,24,Media,False,,3,0,0.7,High,"Python, Data Analysis, AI Ethics",2023-02-01
USR-0349,40,Female,France,Master's,Nurse,18,Finance,True,Machine Learning,2,0,0.17,High,,2023-06-01
USR-0350,22,Male,USA,Master's,AI Specialist,1,Healthcare,False,,4,0,0.7,Low,"Machine Learning, Deep Learning",2023-06-24
USR-0351,52,Male,USA,Bachelor's,Nurse,29,Manufacturing,False,,3,1,0.7,Medium,"Machine Learning, Deep Learning",2024-02-26
USR-0352,44,Female,India,Bachelor's,Marketing Coordinator,21,Manufacturing,False,,3,0,0.7,Low,"Machine Learning, Deep Learning",2023-07-09
USR-0353,33,Male,France,Master's,Financial Advisor,14,Healthcare,False,,4,1,0.7,Medium,"Data Visualization, Python",2023-04-22
USR-0354,55,Female,Germany,Bachelor's,Operations Manager,35,Tech,False,,2,2,0.7,Low,"Prompt Engineering, NLP",2024-05-18
USR-0355,57,Male,France,Bachelor's,Marketing Coordinator,33,Media,False,,2,2,0.7,High,AI for Business,2024-01-20
USR-0356,38,Female,France,Bachelor's,Marketing Coordinator,18,Consulting,False,,4,4,0.7,Medium,"Machine Learning, Deep Learning",2023-02-20
USR-0357,37,Male,Canada,Bachelor's,Operations Manager,14,Healthcare,False,,5,1,0.7,Medium,AI for Business,2024-01-01
USR-0358,53,Female,India,Master's,Financial Advisor,32,Media,False,,4,4,0.7,Low,"Data Visualization, Python",2023-04-02
USR-0359,38,Male,India,Bachelor's,Admin Assistant,17,Healthcare,False,,4,1,0.7,High,"Machine Learning, Deep Learning",2023-09-12
USR-0360,42,Female,USA,Master's,Financial Advisor,22,Manufacturing,True,"Machine Learning, AI Ethics",3,2,0.34,Medium,,2024-03-15
USR-0361,59,Male,Brazil,Master's,Software Engineer,40,Media,False,,2,0,0.7,Low,"Python, Data Analysis, AI Ethics",2024-05-05
USR-0362,38,Male,India,Master's,Data Analyst,14,Healthcare,False,,4,4,0.7,Low,"Machine Learning, Deep Learning",2024-01-25
USR-0363,38,Female,Canada,Bachelor's,Software Engineer,18,Finance,False,,5,5,0.7,Low,"Prompt Engineering, NLP",2023-04-02
USR-0364,32,Female,UK,Bachelor's,Admin Assistant,10,Education,False,,5,5,0.7,High,"Data Visualization, Python",2023-01-25
USR-0365,40,Male,France,Other,Software Engineer,22,Consulting,False,,4,2,0.7,Low,"Python, Data Analysis, AI Ethics",2023-08-15
USR-0366,53,Male,USA,PhD,Data Analyst,29,Healthcare,True,AI Ethics,2,0,0.4,Low,,2023-11-22
USR-0367,37,Male,USA,Bachelor's,Marketing Coordinator,18,Retail,False,,3,2,0.7,Medium,"Data Visualization, Python",2023-06-29
USR-0368,48,Female,USA,Bachelor's,Nurse,26,Manufacturing,False,,4,2,0.7,High,"Data Visualization, Python",2023-04-03
USR-0369,33,Male,India,Bachelor's,Admin Assistant,10,Education,False,,5,2,0.7,High,"Python, Data Analysis, AI Ethics",2023-06-04
USR-0370,22,Male,Brazil,Bachelor's,Financial Advisor,0,Media,False,,4,1,0.7,Medium,"Python, Data Analysis, AI Ethics",2024-03-03
USR-0371,38,Male,Australia,Bachelor's,Content Creator,17,Healthcare,False,,5,4,0.7,Low,"Python, Data Analysis, AI Ethics",2024-03-07
USR-0372,25,Male,Canada,Bachelor's,Operations Manager,6,Consulting,False,,3,1,0.7,Medium,"Prompt Engineering, NLP",2023-03-14
USR-0373,30,Male,France,Bachelor's,Content Creator,11,Retail,False,,4,2,0.7,Low,"Prompt Engineering, NLP",2023-01-21
USR-0374,58,Female,India,Master's,Teacher,35,Media,False,,2,0,0.7,High,AI for Business,2023-01-26
USR-0375,24,Prefer Not to Say,Australia,Bachelor's,Marketing Coordinator,3,Finance,False,,3,1,0.7,Low,"Data Visualization, Python",2024-06-02
USR-0376,49,Male,UK,Bachelor's,Nurse,25,Healthcare,False,,2,2,0.7,High,"Machine Learning, Deep Learning",2024-01-20
USR-0377,57,Male,Canada,Other,Retail Manager,38,Consulting,False,,3,0,0.7,High,AI for Business,2023-08-28
USR-0378,49,Male,USA,Master's,AI Specialist,31,Education,True,"Machine Learning, Data Science",3,1,0.38,Low,,2023-01-25
USR-0379,33,Female,France,High School,Retail Manager,14,Retail,False,,4,1,0.7,High,"Prompt Engineering, NLP",2023-11-26
USR-0380,47,Male,Australia,Bachelor's,Content Creator,28,Healthcare,False,,3,0,0.7,Low,"Prompt Engineering, NLP",2024-06-08
USR-0381,27,Female,Germany,Bachelor's,Marketing Coordinator,6,Consulting,False,,5,4,0.7,High,"Data Visualization, Python",2024-01-20
USR-0382,46,Male,Australia,Bachelor's,Software Engineer,27,Retail,False,,3,0,0.7,Low,AI for Business,2023-07-05
USR-0383,22,Male,Germany,Master's,Admin Assistant,0,Retail,False,,5,0,0.7,High,"Python, Data Analysis, AI Ethics",2023-07-07
USR-0384,36,Male,India,Master's,Marketing Coordinator,12,Retail,False,,5,4,0.7,Low,"Prompt Engineering, NLP",2023-12-21
USR-0385,45,Male,France,Bachelor's,Data Analyst,23,Manufacturing,False,,2,1,0.7,Medium,"Data Visualization, Python",2024-02-05
USR-0386,57,Female,India,High School,Data Analyst,38,Tech,False,,2,0,0.7,Medium,"Data Visualization, Python",2024-04-11
USR-0387,40,Male,France,High School,Software Engineer,21,Finance,False,,4,1,0.7,Low,"Machine Learning, Deep Learning",2024-07-30
USR-0388,52,Female,India,Bachelor's,Operations Manager,33,Consulting,False,,4,0,0.7,Medium,"Machine Learning, Deep Learning",2023-11-07
USR-0389,36,Female,Germany,Bachelor's,Operations Manager,14,Consulting,False,,5,2,0.7,Medium,"Python, Data Analysis, AI Ethics",2024-04-30
USR-0390,29,Male,UK,Master's,Data Analyst,11,Healthcare,False,,4,1,0.7,Medium,"Python, Data Analysis, AI Ethics",2023-09-01
USR-0391,31,Female,France,Bachelor's,Marketing Coordinator,12,Media,False,,5,4,0.7,Low,"Prompt Engineering, NLP",2023-12-18
USR-0392,22,Female,Australia,Bachelor's,Nurse,0,Media,False,,5,3,0.7,High,"Data Visualization, Python",2024-05-21
USR-0393,28,Female,India,High School,Retail Manager,9,Consulting,False,,5,2,0.7,High,AI for Business,2024-02-26
USR-0394,45,Female,USA,Other,Operations Manager,26,Consulting,False,,2,0,0.7,High,"Machine Learning, Deep Learning",2023-07-29
USR-0395,55,Male,Australia,Bachelor's,Data Analyst,34,Tech,False,,3,0,0.7,Medium,"Machine Learning, Deep Learning",2023-04-06
USR-0396,57,Male,USA,High School,AI Specialist,33,Retail,False,,3,2,0.7,Low,"Prompt Engineering, NLP",2024-05-10
USR-0397,30,Female,Australia,Bachelor's,Data Analyst,10,Finance,False,,5,5,0.7,Medium,"Data Visualization, Python",2024-02-06
USR-0398,59,Female,Canada,Bachelor's,Retail Manager,39,Consulting,False,,3,2,0.7,High,AI for Business,2024-06-25
USR-0399,28,Male,Brazil,Other,Nurse,9,Education,False,,4,1,0.7,Medium,"Data Visualization, Python",2023-01-29
USR-0400,24,Female,UK,Bachelor's,Financial Advisor,3,Tech,False,,5,0,0.7,Low,AI for Business,2023-01-26
USR-0401,35,Female,India,PhD,AI Specialist,12,Manufacturing,True,"Data Science, Prompt Engineering",4,1,0.3,Low,,2023-01-26
USR-0402,34,Male,Canada,Master's,AI Specialist,12,Manufacturing,False,,5,1,0.7,Low,"Machine Learning, Deep Learning",2024-02-22
USR-0403,27,Male,USA,Bachelor's,Nurse,8,Media,False,,5,1,0.7,High,"Data Visualization, Python",2024-07-07
USR-0404,40,Female,Brazil,Master's,Teacher,20,Consulting,True,"Machine Learning, Natural Language Processing, Deep Learning",3,2,0.35,Medium,,2023-03-08
USR-0405,51,Female,Canada,High School,Marketing Coordinator,28,Manufacturing,False,,3,0,0.7,Medium,"Data Visualization, Python",2023-12-02
USR-0406,43,Female,UK,Master's,Software Engineer,21,Tech,False,,3,2,0.7,Low,"Prompt Engineering, NLP",2023-01-06
USR-0407,26,Female,Australia,Bachelor's,Operations Manager,4,Healthcare,False,,5,4,0.7,Medium,"Machine Learning, Deep Learning",2023-12-25
